,pmid,title,author,pubdate,keywords,prob,pmcid,table_info
11,26714164,Influence of tumour burden on trastuzumab pharmacokinetics in HER2 positive non-metastatic breast cancer.,G Bernadou; M Campone; JL Merlin; V Gouilleux-Gruart; T Bachelot; F Lokiec; K Rezai; M Arnedos; V Diéras; M Jimenez; G Paintaud; D Ternant,2016,breast cancer; pharmacokinetics; population PK modelling; trastuzumab,0.9985249638557434,PMC4834606,
12,17532692,"Pharmacokinetics and Safety of ABT-578, a Sirolimus (Rapamycin) Analogue, after Single Intravenous Bolus Injection in Healthy Male Volunteers.",R Palaparthy; R Pradhan; J Chan; Q Wang; Q Ji; R Achari; T Chira; LB Schwartz; R O'dea,2005,,0.9985206723213196,,
13,27128614,Steady-state pharmacokinetics of sirolimus in stable adult Chinese renal transplant patients.,HF Wang; F Qiu; X Wu; J Fang; P Crownover; J Korth-Bradley; S Schulman,2014,Chinese; pharmacogenomics; pharmacokinetics; renal transplant; sirolimus,0.9984853863716125,,
14,20305057,"Randomized, double-blind, placebo-controlled, single intravenous dose-escalation study to evaluate the safety, tolerability, and pharmacokinetics of the novel coronary smooth muscle cell proliferation inhibitor Biolimus A9 in healthy individuals.",W Steudel; C Dingmann; YL Zhang; J Bendrick-Peart; C Clavijo; J Shulze; R Betts; U Christians,2011,,0.9984692931175232,,
15,12752317,Pharmacokinetics of an everolimus-cyclosporine immunosuppressive regimen over the first 6 months after kidney transplantation.,JM Kovarik; B Kaplan; HT Silva; BD Kahan; J Dantal; L McMahon; S Berthier; CH Hsu; C Rordorf,2003,,0.9984678626060486,,
16,24496004,Phase I safety and pharmacokinetic study of the PI3K/mTOR inhibitor SAR245409 (XL765) in combination with erlotinib in patients with advanced solid tumors.,PA Jänne; RB Cohen; AD Laird; S Macé; JA Engelman; R Ruiz-Soto; K Rockich; J Xu; GI Shapiro; P Martinez; E Felip,2014,,0.9984305500984192,,
17,23266742,Sirolimus pharmacokinetics in early postmyeloablative pediatric blood and marrow transplantation.,RK Goyal; K Han; DA Wall; MA Pulsipher; N Bunin; SA Grupp; SR Mada; R Venkataramanan,2013,,0.9984093308448792,PMC4231793,
18,31089971,Dose Escalation Study to Assess the Pharmacokinetic Parameters of a Nano-amorphous Oral Sirolimus Formulation in Healthy Volunteers.,O Basa-Dénes; R Angi; B Kárpáti; T Jordán; Z Ötvös; N Erdősi; A Ujhelyi; B Ordasi; L Molnár; J McDermott; C Roe; L McKenzie; T Solymosi; G Heltovics; H Glavinas,2019,,0.9984059929847717,,
19,23052408,The evaluation of potential pharmacokinetic interaction between sirolimus and tacrolimus in healthy volunteers.,MA Tortorici; V Parks; K Matschke; J Korth-Bradley; A Patat,2013,,0.9983808994293213,,
20,27798513,Longitudinal Pharmacokinetics of Everolimus When Combined With Low-level of Tacrolimus in Elderly Renal Transplant Recipients.,E David-Neto; F Agena; F Ramos; AHK Triboni; P Romano; P de Almeida Rezende Ebner; V Coelho; NZ Galante; FBC Lemos,2017,,0.9983149766921997,,
21,19808140,Comparison of temsirolimus pharmacokinetics in patients with renal cell carcinoma not receiving dialysis and those receiving hemodialysis: a case series.,G Lunardi; A Armirotti; M Nicodemo; L Cavallini; G Damonte; MO Vannozzi; M Venturini,2009,,0.9982442855834961,,
22,17175302,Differential pharmacokinetic interaction of tacrolimus and cyclosporine on everolimus.,JM Kovarik; JJ Curtis; DE Hricik; MD Pescovitz; V Scantlebury; A Vasquez,2006,,0.9982084035873413,,
23,21809026,Phase I and pharmacokinetic study of capecitabine and the oral mTOR inhibitor everolimus in patients with advanced solid malignancies.,MJ Deenen; HJ Klümpen; DJ Richel; RW Sparidans; MJ Weterman; JH Beijnen; JH Schellens; JW Wilmink,2012,,0.9981562495231628,PMC3388253,PK - Table 4 | Study Population - Table 1
24,22549011,"Pharmacokinetic study of 3-in-1 poly(ethylene glycol)-block-poly(D, L-lactic acid) micelles carrying paclitaxel, 17-allylamino-17-demethoxygeldanamycin, and rapamycin.",HC Shin; H Cho; TC Lai; KR Kozak; JM Kolesar; GS Kwon,2012,,0.997857391834259,PMC3422612,
25,18332470,Phase I pharmacokinetic and pharmacodynamic study of the oral mammalian target of rapamycin inhibitor everolimus in patients with advanced solid tumors.,A O'Donnell; S Faivre; HA Burris; D Rea; V Papadimitrakopoulou; N Shand; HA Lane; K Hazell; U Zoellner; JM Kovarik; C Brock; S Jones; E Raymond; I Judson,2008,,0.997713565826416,,
26,1485369,Pharmacokinetics of rapamycin: single-dose studies in the rabbit.,N Honcharik; J Fryer; R Yatscoff,1992,,0.9976937174797058,,
27,16342216,Sirolimus PK trial: a pharmacokinetic study of the sirolimus-eluting Bx velocity stent in patients with de novo coronary lesions.,GW Vetrovec; D Rizik; C Williard; D Snead; V Piotrovski; G Kopia,2006,,0.9976869821548462,,
28,16979990,Influence of everolimus on cyclosporine Neoral pharmacokinetics in Chinese de novo cardiac transplant recipients.,CH Wang; NK Chou; FL Wu; WJ Ko; CI Tsao; NH Chi; RB Hsu; SS Wang,2006,,0.9975917339324951,,
29,27273343,"Pharmacokinetic Assessment of Drug-Drug Interactions of Isavuconazole With the Immunosuppressants Cyclosporine, Mycophenolic Acid, Prednisolone, Sirolimus, and Tacrolimus in Healthy Adults.",AH Groll; A Desai; D Han; C Howieson; K Kato; S Akhtar; D Kowalski; C Lademacher; W Lewis; H Pearlman; D Mandarino; T Yamazaki; R Townsend,2017,cyclosporine; isavuconazole; mycophenolate mofetil; prednisolone; sirolimus; tacrolimus,0.9975887537002563,PMC5298005,"PK - Table 2, Table 3, Table 4 | Study Population - Table 1"
30,14517200,Pharmacokinetic interactions between sirolimus and microemulsion cyclosporine when orally administered jointly and 4 hours apart in healthy volunteers.,JJ Zimmerman; D Harper; J Getsy; WJ Jusko,2003,,0.9975131750106812,,
31,11831546,Pharmacokinetic and pharmacodynamic assessments of HMG-CoA reductase inhibitors when coadministered with everolimus.,JM Kovarik; S Hartmann; M Hubert; S Berthier; W Schneider; B Rosenkranz; C Rordorf,2002,,0.997469425201416,,
32,22872575,Phase I studies of sirolimus alone or in combination with pharmacokinetic modulators in advanced cancer patients.,EE Cohen; K Wu; C Hartford; M Kocherginsky; KN Eaton; Y Zha; A Nallari; ML Maitland; K Fox-Kay; K Moshier; L House; J Ramirez; SD Undevia; GF Fleming; TF Gajewski; MJ Ratain,2012,,0.9974609613418579,PMC4410974,
33,15084173,Pharmacokinetics of sirolimus and tacrolimus in pediatric transplant patients.,M Schubert; R Venkataramanan; DW Holt; LM Shaw; W McGhee; J Reyes; S Webber; R Sindhi,2004,,0.9973794221878052,,
34,26709938,Pharmacokinetics of orally administered low-dose rapamycin in healthy dogs.,JC Larson; SD Allstadt; TM Fan; C Khanna; PJ Lunghofer; RJ Hansen; DL Gustafson; AM Legendre; GD Galyon; AK LeBlanc; T Martin-Jimenez,2016,,0.997338593006134,PMC5642271,
35,20564143,"Phase 1 and pharmacokinetic study of everolimus, a mammalian target of rapamycin inhibitor, in combination with docetaxel for recurrent/refractory nonsmall cell lung cancer.",SS Ramalingam; RD Harvey; N Saba; TK Owonikoko; J Kauh; DM Shin; SY Sun; S Strychor; M Tighiouart; MJ Egorin; H Fu; FR Khuri,2010,,0.9973374009132385,PMC2940062,
36,27117038,Population pharmacokinetic characteristics of sirolimus in healthy Chinese subjects and renal transplant patients.,M Wang; BL Duan; YJ Yuan; X Su; H Zheng; FS Wang; H Sun,2016,,0.9972829818725586,,
37,9892474,Pharmacokinetic and pharmacoimmunodynamic interactions between prednisolone and sirolimus in rabbits.,GM Ferron; WJ Jusko,1998,,0.9971814155578613,,
38,15848558,Pharmacokinetics of mycophenolic acid in kidney transplant patients receiving sirolimus versus cyclosporine.,W El Haggan; M Ficheux; D Debruyne; N Rognant; T Lobbedez; C Allard; A Coquerel; JP Ryckelynck; B Hurault de Ligny,2005,,0.9971374273300171,,
39,21232120,Two-dose-level confirmatory study of the pharmacokinetics and tolerability of everolimus in Chinese patients with advanced solid tumors.,B Xu; Y Wu; L Shen; D Ye; A Jappe; A Cherfi; H Wang; R Yuan,2011,,0.9971248507499695,PMC3032760,
40,32005746,"A Phase I Study of Safety, Pharmacokinetics, and Pharmacodynamics of Concurrent Everolimus and Buparlisib Treatment in Advanced Solid Tumors.",TK Owonikoko; RD Harvey; B Carthon; Z Chen; C Lewis; H Collins; C Zhang; DH Lawson; OB Alese; MA Bilen; GL Sica; CE Steuer; WL Shaib; C Wu; WB Harris; M Akce; RR Kudchagkar; BF El-Rayes; S Lonial; SS Ramalingam; FR Khuri,2020,,0.9971064925193787,,
41,16236048,Trimethoprim-sulphamethoxazole does not affect the pharmacokinetics of sirolimus in renal transplant recipients.,Y Böttiger; C Brattström; L Bäckman; K Claesson; JT Burke,2005,,0.996866762638092,PMC1884939,
42,17020981,A phase I and pharmacokinetic study of temsirolimus (CCI-779) administered intravenously daily for 5 days every 2 weeks to patients with advanced cancer.,M Hidalgo; JC Buckner; C Erlichman; MS Pollack; JP Boni; G Dukart; B Marshall; L Speicher; L Moore; EK Rowinsky,2006,,0.9968202114105225,,
43,30758651,"Phase I study of orally administered 14Carbon-isotope labelled-vistusertib (AZD2014), a dual TORC1/2 kinase inhibitor, to assess the absorption, metabolism, excretion, and pharmacokinetics in patients with advanced solid malignancies.",A MacDonald; G Scarfe; D Magirr; T Sarvotham; J Charlton; W Brugger; E Dean,2019,ADME; AZD2014; Metabolism; Phase I; Solid malignancies; Vistusertib,0.9967492818832397,,
44,9129559,Population pharmacokinetics of sirolimus in kidney transplant patients.,GM Ferron; EV Mishina; JJ Zimmerman; WJ Jusko,1997,,0.9967069029808044,,
45,11837553,Effect of food on everolimus absorption: quantification in healthy subjects and a confirmatory screening in patients with renal transplants.,JM Kovarik; S Hartmann; J Figueiredo; C Rordorf; G Golor; A Lison; K Budde; HH Neumayer,2002,,0.9967051148414612,,
46,32132091,Characterization of Antineovascularization Activity and Ocular Pharmacokinetics of Phosphoinositide 3-Kinase/Mammalian Target of Rapamycin Inhibitor GNE-947.,X Liu; X Liang; J LeCouter; S Ubhayakar; J Chen; J Cheng; T Lee; J Lubach; J Nonomiya; S Shahidi-Latham; C Quiason; E Solon; M Wright; CECA Hop; TP Heffron,2020,,0.9966892600059509,,
47,15049795,"Safety and pharmacokinetics of ascending single doses of sirolimus (Rapamune, rapamycin) in pediatric patients with stable chronic renal failure undergoing dialysis.",A Tejani; S Alexander; R Ettenger; G Lerner; J Zimmerman; E Kohaut; DM Briscoe,2004,,0.9966763257980347,,
48,23519998,Temsirolimus combined with sorafenib in hepatocellular carcinoma: a phase I dose-finding trial with pharmacokinetic and biomarker correlates.,RK Kelley; HS Nimeiri; PN Munster; MT Vergo; Y Huang; CM Li; J Hwang; MF Mulcahy; BM Yeh; P Kuhn; MS Luttgen; JA Grabowsky; L Stucky-Marshall; WM Korn; AH Ko; EK Bergsland; AB Benson; AP Venook,2013,hepatocellular carcinoma; mTOR; pharmacokinetics; sorafenib; temsirolimus,0.9966553449630737,PMC3690907,
49,30627287,Pharmacokinetic Study of Sirolimus-Eluting BioResorbable Vascular Scaffold System for Treatment of De Novo Native Coronary Lesions: A Sub-Study of MeRes-1 Trial.,P Chandra; AU Mahajan; VD Bulani; AS Thakkar,2018,Bioresorbable vascular scaffold; Pharmacokinetics; Sirolimus,0.9966108202934265,PMC6306117,
50,15899725,Effects of calcineurin inhibitors on sirolimus pharmacokinetics during staggered administration in renal transplant recipients.,FL Wu; MK Tsai; RR Chen; SW Sun; JD Huang; RH Hu; KH Chen; PH Lee,2005,,0.9965751767158508,,
51,12796032,"Phase I and pharmacokinetic study of CCI-779, a novel cytostatic cell-cycle inhibitor, in combination with 5-fluorouracil and leucovorin in patients with advanced solid tumors.",CJ Punt; J Boni; U Bruntsch; M Peters; C Thielert,2003,,0.9965196847915649,,
52,9465841,The effects of relative timing of sirolimus and cyclosporine microemulsion formulation coadministration on the pharmacokinetics of each agent.,B Kaplan; HU Meier-Kriesche; KL Napoli; BD Kahan,1998,,0.9964979887008667,,
53,18721002,"Cinacalcet does not affect the activity of cytochrome P450 3A enzymes, a metabolic pathway for common immunosuppressive agents : a randomized, open-label, crossover, single-centre study in healthy volunteers.",D Padhi; M Salfi; M Emery,2008,,0.9962789416313171,,
54,11069439,Pharmacokinetics of SDZ RAD and cyclosporin including their metabolites in seven kidney graft patients after the first dose of SDZ RAD.,GI Kirchner; M Winkler; L Mueller; C Vidal; W Jacobsen; A Franzke; S Wagner; S Blick; MP Manns; KF Sewing,2000,,0.9962512850761414,PMC2014408,
55,27169792,Everolimus pharmacokinetics and its exposure-toxicity relationship in patients with thyroid cancer.,D de Wit; TC Schneider; DJ Moes; CF Roozen; J den Hartigh; H Gelderblom; HJ Guchelaar; JJ van der Hoeven; TP Links; E Kapiteijn; NP van Erp,2016,Everolimus; Exposure–toxicity; Individualized dosing; Pharmacogenetics; Population pharmacokinetics,0.9961779117584229,PMC4921118,PK - Table 2 | Study Population - Table 1
56,25300944,"Efficacy, safety, pharmacokinetics and pharmacodynamics of SAR245409 (voxtalisib, XL765), an orally administered phosphoinositide 3-kinase/mammalian target of rapamycin inhibitor: a phase 1 expansion cohort in patients with relapsed or refractory lymphoma.",KP Papadopoulos; C Egile; R Ruiz-Soto; J Jiang; W Shi; F Bentzien; D Rasco; P Abrisqueta; JM Vose; J Tabernero,2015,PI3K; lymphoma; mTOR; pharmacodynamics; pharmacokinetics; signaling therapies,0.9961607456207275,,
57,29660598,"First-in human, phase 1, dose-escalation pharmacokinetic and pharmacodynamic study of the oral dual PI3K and mTORC1/2 inhibitor PQR309 in patients with advanced solid tumors (SAKK 67/13).",A Wicki; N Brown; A Xyrafas; V Bize; H Hawle; S Berardi; N Cmiljanović; V Cmiljanović; M Stumm; S Dimitrijević; R Herrmann; V Prêtre; R Ritschard; A Tzankov; V Hess; A Childs; C Hierro; J Rodon; D Hess; M Joerger; R von Moos; C Sessa; R Kristeleit,2018,PI3K; PQR309; Phase 1; Solid tumours; mTOR,0.9961434006690979,,
58,10579146,The effect of a high-fat meal on the oral bioavailability of the immunosuppressant sirolimus (rapamycin).,JJ Zimmerman; GM Ferron; HK Lim; V Parker,1999,,0.9961351156234741,,
59,34295160,Optimization and Pharmacokinetic Evaluation of Synergistic Fenbendazole and Rapamycin Co-Encapsulated in Methoxy Poly(Ethylene Glycol)-b-Poly(Caprolactone) Polymeric Micelles.,HJ Shin; MJ Jo; IS Jin; CW Park; JS Kim; DH Shin,2021,bioavailability; biodistribution; combination therapy; cytotoxicity; drug interaction,0.996109664440155,PMC8291852,
60,18474873,"Phase I, pharmacokinetic and pharmacodynamic study of the anti-insulinlike growth factor type 1 Receptor monoclonal antibody CP-751,871 in patients with multiple myeloma.",MQ Lacy; M Alsina; R Fonseca; ML Paccagnella; CL Melvin; D Yin; A Sharma; M Enriquez Sarano; M Pollak; S Jagannath; P Richardson; A Gualberto,2008,,0.996013879776001,,
61,21427078,Influence of MRP2 on MPA pharmacokinetics in renal transplant recipients-results of the Pharmacogenomic Substudy within the Symphony Study.,N Lloberas; J Torras; JM Cruzado; F Andreu; F Oppenheimer; J Sánchez-Plumed; MÁ Gentil; M Brunet; H Ekberg; JM Grinyó; ,2011,,0.9958168864250183,,
62,17096757,Sirolimus pharmacokinetics in pediatric renal transplant recipients receiving calcineurin inhibitor co-therapy.,AD Schachter; MR Benfield; RJ Wyatt; PC Grimm; RS Fennell; JT Herrin; DS Lirenman; RA McDonald; R Munoz-Arizpe; WE Harmon,2006,,0.995793342590332,PMC1636453,
63,30956975,The Effect of Tanreqing Injection on the Pharmacokinetics of Sirolimus in Rats.,F Zhang; L Sun; J Zhai; T Xia; W Jiang; M Li; S Gao; X Tao; W Chen; Y Chai,2019,,0.9957689046859741,PMC6431440,"PK - Table 1, Table 2 | Study Population - None"
64,27121219,Comparative Sirolimus Pharmacokinetics After Single-Dose Administration of Two Prototype 0.5-mg Tablets in Healthy Volunteers.,JM Korth-Bradley; I Bhattacharya; K Matschke; AM Diehl; C Longfellow; I Gourley,2012,Rapamune; bioequivalence; pharmacokinetics; sirolimus,0.9956721067428589,,
65,19790241,Effect of itraconazole on the pharmacokinetics of everolimus administered by different routes in rats.,A Yokomasu; I Yano; E Sato; S Masuda; T Katsura; K Inui,2009,,0.9956120252609253,,
66,25017487,The pharmacokinetics of everolimus in de novo kidney transplant patients receiving tacrolimus: an analysis from the randomized ASSET study.,L Rostaing; MH Christiaans; JM Kovarik; J Pascual,2014,,0.9955753087997437,,
67,15951468,Influence of everolimus on steady-state pharmacokinetics of cyclosporine in maintenance renal transplant patients.,K Budde; G Lehne; M Winkler; L Renders; A Lison; L Fritsche; JP Soulillou; P Fauchald; HH Neumayer; J Dantal; ,2005,,0.9955347776412964,,
68,16187976,Pharmacokinetic interaction between verapamil and everolimus in healthy subjects.,JM Kovarik; D Beyer; MN Bizot; Q Jiang; MJ Allison; RL Schmouder,2005,,0.9954987168312073,PMC1884822,
69,16623021,Pharmacokinetics of sirolimus in Thai healthy volunteers.,A Leelahavanichkul; N Areepium; S Vadcharavivad; K Praditpornsilpa; Y Avihingsanon; T Karnjanabuchmd; S Eiam-Ong; K Tungsanga,2005,,0.9952771663665771,,
70,11719728,Influence of hepatic impairment on everolimus pharmacokinetics: implications for dose adjustment.,JM Kovarik; HD Sabia; J Figueiredo; H Zimmermann; C Reynolds; SC Dilzer; K Lasseter; C Rordorf,2001,,0.9952676296234131,,
71,11180038,"Longitudinal assessment of everolimus in de novo renal transplant recipients over the first post-transplant year: pharmacokinetics, exposure-response relationships, and influence on cyclosporine.",JM Kovarik; BD Kahan; B Kaplan; M Lorber; M Winkler; M Rouilly; C Gerbeau; N Cambon; R Boger; C Rordorf; ,2001,,0.9952157735824585,,
72,18039566,The oral mTOR inhibitor RAD001 (everolimus) in combination with letrozole in patients with advanced breast cancer: results of a phase I study with pharmacokinetics.,A Awada; F Cardoso; C Fontaine; L Dirix; J De Grève; C Sotiriou; J Steinseifer; C Wouters; C Tanaka; U Zoellner; P Tang; M Piccart,2008,,0.9951310157775879,,
73,29556934,A Limited Sampling Strategy to Estimate Exposure of Everolimus in Whole Blood and Peripheral Blood Mononuclear Cells in Renal Transplant Recipients Using Population Pharmacokinetic Modeling and Bayesian Estimators.,I Robertsen; J Debord; A Åsberg; P Marquet; JB Woillard,2018,,0.9949938654899597,,
74,28032910,Effect of everolimus on the pharmacokinetics of octreotide long-acting repeatable in patients with advanced neuroendocrine tumors: An analysis of the randomized phase III RADIANT-2 trial.,ME Pavel; C Becerra; K Grosch; W Cheung; J Hasskarl; JC Yao,2017,,0.9949479103088379,,
75,26990259,Influence of everolimus on the pharmacokinetics of tacrolimus in Japanese renal transplant patients.,T Niioka; H Kagaya; M Saito; T Inoue; K Numakura; R Yamamoto; Y Akamine; T Habuchi; S Satoh; M Miura,2016,CYP3A5 genotype; everolimus; pharmacokinetic interaction; renal transplantation; tacrolimus,0.9949207901954651,,
76,19122342,Effect of intestinal and hepatic first-pass extraction on the pharmacokinetics of everolimus in rats.,A Yokomasu; I Yano; E Sato; S Masuda; T Katsura; K Inui,2008,,0.9947463870048523,,
77,12829916,Everolimus in pediatric de nova renal transplant patients.,PF Hoyer; R Ettenger; JM Kovarik; NJ Webb; J Lemire; M Mentser; J Mahan; C Loirat; P Niaudet; R VanDamme-Lombaerts; G Offner; S Wehr; V Moeller; H Mayer; ,2003,,0.9947447776794434,,
78,12022896,Effect of rifampin on apparent clearance of everolimus.,JM Kovarik; S Hartmann; J Figueiredo; M Rouilly; A Port; C Rordorf,2002,,0.9942252039909363,,
79,25653564,"Bioavailability of everolimus administered as a single 5 mg tablet versus five 1 mg tablets: a randomized, open-label, two-way crossover study of healthy volunteers.",K Thudium; J Gallo; E Bouillaud; C Sachs; S Eddy; W Cheung,2015,absorption kinetics; healthy volunteers,0.9941893815994263,PMC4310326,"PK - Table 2, Table 3 | Study Population - Table 1"
80,22143911,Repeat-dose sirolimus pharmacokinetics and pharmacodynamics in patients with hepatic allografts.,J Reichen; F Stickel; I Bhattacharya; K Matschke; E Maller; J Korth-Bradley,2012,,0.9941248297691345,,
81,19357111,"The pharmacokinetics of mycophenolate mofetil in renal transplant recipients receiving standard-dose or low-dose cyclosporine, low-dose tacrolimus or low-dose sirolimus: the Symphony pharmacokinetic substudy.",JM Grinyó; H Ekberg; RD Mamelok; F Oppenheimer; J Sánchez-Plumed; MA Gentil; D Hernandez; DR Kuypers; M Brunet,2009,,0.9938046932220459,,
82,24057042,Phase I study evaluating the combination of lapatinib (a Her2/Neu and EGFR inhibitor) and everolimus (an mTOR inhibitor) in patients with advanced cancers: South West Oncology Group (SWOG) Study S0528.,SM Gadgeel; DL Lew; TW Synold; P LoRusso; V Chung; SD Christensen; DC Smith; L Kingsbury; A Hoering; R Kurzrock,2013,,0.9937186241149902,PMC4072025,
83,19267777,"Tacrolimus pharmacokinetic drug interactions: effect of prednisone, mycophenolic acid or sirolimus.",SI Park; CR Felipe; PG Pinheiro-Machado; R Garcia; FB Fernandes; DE Casarini; H Tedesco-Silva; JO Medina-Pestana,2009,,0.993425726890564,,
84,22143378,"Phase I study for ridaforolimus, an oral mTOR inhibitor, in Japanese patients with advanced solid tumors.",Y Seki; N Yamamoto; Y Tamura; Y Goto; T Shibata; M Tanioka; H Asahina; H Nokihara; Y Yamada; T Shimamoto; K Noguchi; T Tamura,2012,,0.9933424592018127,PMC3313018,PK - Table 4 | Study Population - Table 1
85,18094423,Pharmacokinetic and tumor distribution characteristics of temsirolimus in patients with recurrent malignant glioma.,JG Kuhn; SM Chang; PY Wen; TF Cloughesy; H Greenberg; D Schiff; C Conrad; KL Fink; HI Robins; M Mehta; L DeAngelis; J Raizer; K Hess; KR Lamborn; J Dancey; MD Prados; ,2007,,0.9930475354194641,PMC4918812,
86,15251382,Pharmacokinetics of sirolimus in heart transplant recipients with chronic renal impairment.,ED Moloney; U O'Mahony; M Kirwan; J McCarthy; J Hurley; AE Wood; JJ Egan,2004,,0.9930253028869629,,
87,20972652,Phase I study of the oral mammalian target of rapamycin inhibitor everolimus (RAD001) in Japanese patients with relapsed or refractory non-Hodgkin lymphoma.,K Tobinai; M Ogura; D Maruyama; T Uchida; N Uike; I Choi; K Ishizawa; K Itoh; K Ando; M Taniwaki; N Shimada; K Kobayashi,2010,,0.9929975271224976,,
88,27128230,The effect of rifampin on the pharmacokinetics of sirolimus in healthy volunteers.,MA Tortorici; K Matschke; JM Korth-Bradley; C DiLea; KC Lasseter,2014,drug interaction; healthy volunteers; rifampin; sirolimus,0.9929505586624146,,
89,23453404,"Effects of hepatic impairment on the pharmacokinetics of everolimus: a single-dose, open-label, parallel-group study.",J Peveling-Oberhag; S Zeuzem; WP Yong; T Kunz; T Paquet; E Bouillaud; S Urva; O Anak; D Sellami; Z Kobalava,2013,,0.9928760528564453,,
90,27713169,A phase 1 study of oral ridaforolimus in pediatric patients with advanced solid tumors.,AD Pearson; SM Federico; I Aerts; DR Hargrave; SG DuBois; R Iannone; RD Geschwindt; R Wang; FG Haluska; TM Trippett; B Geoerger,2016,mTOR; pharmacokinetics; phase I-III trials_pediatric cancers; phase I-III trials_sarcoma/soft-tissue malignancies; ridaforolimus,0.9925743341445923,PMC5356695,
91,23666574,Population pharmacokinetics of sirolimus in pediatric patients with neurofibromatosis type 1.,JR Scott; JD Courter; SN Saldaña; BC Widemann; M Fisher; B Weiss; J Perentesis; AA Vinks,2013,,0.9925585985183716,PMC3660960,
92,31452734,Population pharmacokinetics of sirolimus in pediatric patients with kaposiform hemangioendothelioma: A retrospective study.,D Wang; X Chen; Z Li,2019,kaposiform hemangioendothelioma; pediatric; population pharmacokinetics; real-world study; sirolimus,0.9925238490104675,PMC6676569,
93,22669570,The minimal impact of food on the pharmacokinetics of ridaforolimus.,M Stroh; X Li; S Marsilio; D Panebianco; A Johnson-Levonas; A Juan; K Orford; N Agrawal; M Trucksis; JA Wagner; G Murphy; M Iwamoto,2012,,0.9924766421318054,,
94,28282611,Phase Ib dose-finding study of abiraterone acetate plus buparlisib (BKM120) or dactolisib (BEZ235) in patients with castration-resistant prostate cancer.,C Massard; KN Chi; D Castellano; J de Bono; G Gravis; L Dirix; JP Machiels; A Mita; B Mellado; S Turri; J Maier; D Csonka; A Chakravartty; K Fizazi,2017,Abiraterone acetate (AA); Buparlisib (BKM120); Castration-resistant prostate cancer (CRPC); Dactolisib (BEZ235),0.9923375248908997,,
95,16027401,A phase I multiple-dose escalation study characterizing pharmacokinetics and safety of ABT-578 in healthy subjects.,CS Karyekar; RS Pradhan; T Freeney; Q Ji; T Edeki; W Chiu; WM Awni; C Locke; LB Schwartz; RG Granneman; R O'Dea,2005,,0.9922458529472351,,
96,24935294,Pharmacokinetics of everolimus when combined with cyclosporine in Japanese de novo renal transplant recipients.,K Uchida; K Hoshinaga; Y Watarai; N Goto; M Kusaka; H Sasaki; M Hirano; ,2014,,0.9920467138290405,,
97,17913896,Pharmacokinetic profile of temsirolimus with concomitant administration of cytochrome p450-inducing medications.,J Boni; C Leister; J Burns; M Cincotta; B Hug; L Moore,2007,,0.9919072389602661,,
